property_size,longitude,latitude,total_floor,BHK_type_encoded,bathroom,locality_encoded,furnishing_encoded,floor,parking_encoded
1266.0,77.7508181,12.9361761,4.0,1,2.0,744,2,2.0,0
850.0,77.58955934,12.9642909,3.0,1,2.0,638,2,1.0,3
1000.0,77.7185861,12.9218247,4.0,1,2.0,263,2,1.0,0
1320.0,77.71237436,12.96856585,3.0,1,2.0,151,2,3.0,0
400.0,77.63268021,12.90188161,2.0,0,1.0,497,2,2.0,3
2700.0,77.662028,12.9285022,15.0,2,4.0,315,2,10.0,0
800.0,77.57156606,12.95895335,2.0,1,2.0,168,2,2.0,0
650.0,77.64900011,12.90736413,4.0,1,2.0,273,2,1.0,2
4000.0,77.51076054,12.92447439,3.0,4,6.0,597,0,0.0,0
600.0,77.6411545,12.9718915,2.0,0,1.0,322,0,2.0,0
600.0,77.63698391,12.92289636,3.0,0,1.0,438,2,3.0,3
750.0,77.55468972,12.9416162,1.0,0,1.0,688,2,1.0,0
1300.0,77.5541549,12.9083125,5.0,2,2.0,734,2,5.0,0
875.0,77.67803777,12.97944348,4.0,1,2.0,395,2,2.0,0
1350.0,77.6714825,12.9257534,4.0,1,2.0,135,2,1.0,0
300.0,77.61220627,12.9232528,6.0,5,1.0,89,0,1.0,3
700.0,77.60915789,12.9054059,4.0,1,2.0,89,2,4.0,3
2050.0,77.73072052,12.9815979,12.0,2,3.0,776,2,5.0,0
1000.0,77.57736203,12.95160724,1.0,1,2.0,739,2,0.0,3
400.0,77.60635933,12.92502607,5.0,0,1.0,89,2,3.0,3
600.0,77.71091699,12.98800439,3.0,0,1.0,300,2,3.0,3
1210.0,77.6768149,12.9133814,4.0,1,2.0,397,2,0.0,0
800.0,77.75393632,12.98068892,3.0,1,2.0,775,2,1.0,0
900.0,77.72498134,12.95559206,3.0,1,2.0,727,2,1.0,3
1170.0,77.6220975,12.9099259,5.0,1,2.0,627,2,4.0,0
1000.0,77.55835112,12.97517141,1.0,2,3.0,419,2,0.0,3
1520.0,77.70460836,12.97169837,9.0,2,3.0,214,2,2.0,0
1800.0,77.63308629,12.93150954,1.0,3,1.0,438,1,0.0,3
700.0,77.61000822,12.96943809,4.0,0,1.0,70,2,4.0,3
3500.0,77.60215666,12.91821072,1.0,3,4.0,90,2,0.0,0
650.0,77.67432019,12.98856181,2.0,0,1.0,484,2,1.0,3
1575.0,77.71416213,12.98590554,4.0,0,3.0,300,2,1.0,0
500.0,77.63384863,12.92097184,2.0,0,1.0,353,2,2.0,3
1160.0,77.7336308,12.9401171,4.0,1,2.0,205,2,3.0,0
1600.0,77.7167934,12.9628516,4.0,2,3.0,151,2,1.0,0
1300.0,77.55370278,12.91890741,4.0,2,2.0,565,2,3.0,0
1320.0,77.7388592,12.9692631,14.0,1,2.0,548,2,8.0,0
800.0,77.63948501,12.9681397,4.0,0,1.0,224,2,3.0,0
1100.0,77.58205416,12.92853624,2.0,1,2.0,366,2,0.0,0
1155.0,77.76586151,12.99437428,5.0,1,2.0,776,2,4.0,1
1250.0,77.7018628,12.90551502,4.0,1,2.0,273,2,1.0,0
1900.0,77.58795929,12.90684891,4.0,3,3.0,342,2,4.0,0
1100.0,77.6177314,12.99591335,2.0,1,2.0,592,2,1.0,3
800.0,77.7949608,12.9797846,10.0,1,2.0,637,2,10.0,0
1200.0,77.69559367,12.9359897,3.0,1,2.0,390,0,1.0,0
1710.0,77.71821183,12.9848531,5.0,2,3.0,300,2,3.0,0
950.0,77.68093107,12.98985502,2.0,1,2.0,484,2,0.0,3
700.0,77.64500858,12.90125444,2.0,1,2.0,657,2,0.0,3
700.0,77.58841274,12.95976246,4.0,1,1.0,703,2,0.0,3
1200.0,77.6876866,12.9879988,7.0,1,2.0,186,2,0.0,0
1600.0,77.7261093,12.9651144,1.0,2,2.0,463,2,0.0,0
1150.0,77.50862662,12.96128311,4.0,1,2.0,539,2,3.0,0
1200.0,77.51451944,12.96354158,2.0,1,2.0,539,2,2.0,3
1000.0,77.53581596,12.96789856,4.0,1,2.0,762,2,3.0,0
600.0,77.6102705,12.92199606,2.0,1,1.0,90,2,1.0,3
450.0,77.5882591,12.9147764,3.0,0,1.0,337,1,2.0,3
1675.0,77.75077057,12.97175694,8.0,2,3.0,776,2,8.0,0
700.0,77.70190574,12.94638773,4.0,0,1.0,499,2,2.0,3
1165.0,77.76586151,12.99437428,4.0,1,2.0,776,2,2.0,0
1360.0,77.7144704,12.9729277,8.0,1,2.0,226,2,4.0,2
1250.0,77.624478,12.97763872,4.0,2,3.0,731,2,3.0,0
1600.0,77.72053569,12.9619037,5.0,2,3.0,151,2,0.0,0
1800.0,77.52836337,12.96747609,1.0,2,2.0,762,2,0.0,0
500.0,77.59498607,12.92039168,2.0,0,1.0,361,2,2.0,3
600.0,77.53321456,12.97441013,2.0,1,1.0,762,2,2.0,3
500.0,77.61776548,12.92086219,2.0,0,1.0,179,1,1.0,3
700.0,77.70822518,12.94813313,4.0,1,2.0,520,2,1.0,3
1000.0,77.68253767,12.98151382,4.0,1,2.0,395,2,2.0,0
500.0,77.64901223,12.9071943,3.0,5,1.0,273,2,0.0,0
950.0,77.66675405,12.97871654,2.0,1,2.0,158,2,2.0,0
1000.0,77.57805408,12.92428551,2.0,1,2.0,361,2,1.0,0
1504.0,77.694865,12.928852,8.0,2,3.0,47,1,7.0,0
1200.0,77.5040563,12.9136029,4.0,1,2.0,685,1,2.0,0
600.0,77.62524471,12.97460019,3.0,1,1.0,731,2,2.0,3
1400.0,77.5600737,12.92261374,4.0,2,2.0,102,2,0.0,0
1200.0,77.64554946,12.98640008,3.0,1,2.0,326,2,0.0,3
1655.0,77.6709416,12.9136135,14.0,2,3.0,294,2,1.0,0
900.0,77.67301456,12.98976875,0.0,1,2.0,484,2,0.0,0
1000.0,77.58703585,12.93328738,2.0,1,2.0,361,2,2.0,1
1515.0,77.71111121,12.98580603,3.0,2,2.0,300,2,2.0,0
1100.0,77.56175335,12.92843172,3.0,1,2.0,102,2,2.0,3
1100.0,77.7042979,12.9719166,2.0,1,2.0,208,2,1.0,0
850.0,77.56508521,12.92455376,3.0,1,1.0,102,2,2.0,3
330.0,77.68885916,12.99727635,3.0,5,1.0,484,2,1.0,3
700.0,77.5323328,12.99311271,2.0,0,1.0,128,2,0.0,3
1190.0,77.7340312,12.9725374,4.0,1,2.0,548,2,3.0,0
1500.0,77.59741286,12.92055414,2.0,3,3.0,361,1,1.0,0
450.0,77.58333192,12.92306163,2.0,5,1.0,361,0,0.0,3
1000.0,77.5613415,12.9992335,5.0,1,2.0,604,2,3.0,0
1500.0,77.62995583,12.93945457,3.0,2,3.0,71,2,2.0,0
2000.0,77.57970122,12.93847632,1.0,1,2.0,124,2,1.0,0
1885.0,77.67337994,12.91779999,11.0,2,4.0,398,0,6.0,0
2262.0,77.7145355,12.9548283,3.0,2,4.0,675,1,2.0,0
1702.0,77.6741922,12.9206798,8.0,2,3.0,135,2,0.0,0
1350.0,77.5524011,12.91848564,3.0,2,3.0,565,2,1.0,0
1305.0,77.7340312,12.9725374,4.0,1,2.0,548,2,1.0,0
900.0,77.52099473,12.91496591,2.0,1,1.0,597,2,0.0,3
750.0,77.523705,12.959163,2.0,0,1.0,72,2,1.0,3
800.0,77.58520882,12.90577225,3.0,1,2.0,343,2,0.0,0
600.0,77.687367,12.9912802,1.0,0,1.0,484,2,1.0,3
950.0,77.6314448,12.93880557,2.0,1,1.0,232,2,0.0,2
1150.0,77.7441555,12.9753703,11.0,1,2.0,222,2,8.0,0
1100.0,77.51845676,12.9586979,3.0,1,2.0,539,2,2.0,3
1200.0,77.69372798,12.9738992,4.0,1,2.0,218,2,4.0,0
1600.0,77.75720301,12.99969706,12.0,2,2.0,393,2,2.0,0
1630.0,77.51552804,12.97648022,4.0,2,2.0,539,1,4.0,0
1150.0,77.6552456,12.9708756,5.0,1,3.0,557,2,3.0,0
1285.0,77.71310995,12.97170614,7.0,1,2.0,459,2,7.0,0
1215.0,77.7365409,12.9393087,7.0,1,2.0,205,2,1.0,0
1350.0,77.52273964,12.96722576,4.0,2,2.0,762,2,4.0,0
2666.0,77.662028,12.9285022,13.0,2,3.0,315,2,5.0,0
600.0,77.66550511,12.97095805,2.0,1,1.0,395,2,0.0,0
450.0,77.71226708,12.96856585,4.0,0,1.0,151,2,1.0,0
1000.0,77.71874297,12.96062754,4.0,1,2.0,151,2,2.0,3
1200.0,77.66621673,12.96973129,1.0,1,2.0,349,2,0.0,3
1734.0,77.7148876,12.97043921,9.0,2,3.0,151,2,7.0,0
800.0,77.53844454,12.99491716,2.0,1,1.0,130,2,0.0,3
800.0,77.54675025,12.99610474,2.0,1,2.0,498,2,0.0,3
650.0,77.76312537,12.99505968,2.0,1,1.0,393,2,1.0,3
1300.0,77.5446374,12.9329212,4.0,1,3.0,108,2,2.0,0
1375.0,77.7041546,12.9012461,4.0,2,2.0,162,2,2.0,0
1110.0,77.6308174,12.9385333,5.0,1,2.0,234,2,1.0,0
450.0,77.70944085,12.95013395,3.0,0,1.0,520,1,0.0,3
1047.0,77.7248088,12.9671785,16.0,1,2.0,206,2,15.0,0
1070.0,77.71450165,12.95037636,4.0,1,2.0,520,2,4.0,0
1100.0,77.70179,12.974844,4.0,1,2.0,218,2,2.0,0
1450.0,77.67888122,12.96795767,3.0,2,2.0,122,2,1.0,0
1000.0,77.6006245,12.9434692,3.0,1,3.0,470,2,0.0,0
600.0,77.52913188,12.97575427,2.0,0,1.0,762,2,1.0,3
250.0,77.62637344,12.92601054,0.0,5,1.0,438,2,0.0,3
1300.0,77.6657224,12.9693604,4.0,1,2.0,351,2,0.0,0
720.0,77.63303671,12.97462891,2.0,0,1.0,325,2,2.0,3
1150.0,77.6784419,12.90795,4.0,1,2.0,409,2,1.0,0
930.0,77.697419,12.9591722,1.0,1,2.0,501,2,0.0,2
1250.0,77.7156231,12.9714889,5.0,1,2.0,227,2,1.0,0
600.0,77.6804341,12.98061074,5.0,0,1.0,395,2,1.0,0
1696.0,77.52794385,12.92099703,4.0,2,2.0,597,2,3.0,0
910.0,77.55308202,12.9115694,4.0,1,2.0,734,2,2.0,0
2633.0,77.7425908,12.9600019,1.0,2,3.0,775,2,0.0,0
750.0,77.52029902,12.91964089,1.0,1,2.0,603,2,1.0,3
800.0,77.67319256,12.94631079,4.0,1,2.0,783,2,2.0,0
650.0,77.70363451,12.94714438,4.0,1,2.0,520,2,3.0,0
400.0,77.68961319,12.99227992,3.0,0,1.0,484,2,3.0,3
810.0,77.586913,12.9007129,4.0,1,2.0,337,2,3.0,0
550.0,77.68172342,12.96185735,2.0,0,1.0,766,2,0.0,3
1200.0,77.74793365,12.95963454,2.0,1,2.0,775,2,2.0,3
1054.0,77.6686369,12.9010871,4.0,1,2.0,272,2,3.0,0
1150.0,77.62586664,12.93811169,2.0,2,2.0,438,2,1.0,3
1130.0,77.74991776,12.9672854,4.0,1,2.0,775,2,4.0,0
700.0,77.53572959,12.96976403,1.0,1,1.0,762,1,1.0,3
1145.0,77.67467193,12.97760345,7.0,1,2.0,395,2,1.0,0
600.0,77.50061212,12.94411153,3.0,0,1.0,254,2,0.0,3
900.0,77.71467769,12.94836938,4.0,0,2.0,520,2,0.0,0
600.0,77.63826171,12.91933797,2.0,1,1.0,273,2,1.0,3
1200.0,77.70744274,12.94549109,3.0,2,2.0,520,2,3.0,0
1270.0,77.69680786,12.97923756,4.0,1,2.0,218,2,3.0,0
1385.0,77.7424363,12.9685201,9.0,0,2.0,775,2,1.0,0
1050.0,77.70802248,12.93604642,4.0,1,2.0,99,2,3.0,0
600.0,77.52338823,12.98983072,2.0,1,1.0,403,1,1.0,3
830.0,77.66603362,12.97689426,5.0,0,1.0,158,2,1.0,0
1200.0,77.59463923,12.91051931,2.0,1,2.0,337,2,1.0,0
750.0,77.69914001,12.9944527,3.0,1,2.0,484,1,3.0,1
2000.0,77.71145768,12.96707617,1.0,2,3.0,458,2,0.0,0
1400.0,77.55819126,12.94347077,2.0,2,2.0,112,2,1.0,0
900.0,77.54672521,12.91716384,5.0,1,2.0,182,2,3.0,0
1700.0,77.59622605,12.948878,4.0,2,3.0,778,2,3.0,0
1000.0,77.55325319,12.92351857,2.0,1,1.0,102,2,1.0,3
1415.0,77.716534,12.990883,9.0,1,2.0,300,2,7.0,0
1050.0,77.63268353,12.92028819,4.0,2,2.0,353,2,1.0,0
1150.0,77.52850149,12.96799434,2.0,1,2.0,763,0,2.0,0
1290.0,77.7026888,12.9924797,19.0,1,2.0,248,2,16.0,0
300.0,77.63309918,12.90749835,5.0,5,1.0,273,2,5.0,0
2200.0,77.5106401,12.91998703,1.0,3,3.0,597,2,0.0,0
400.0,77.62457695,12.94789635,2.0,5,1.0,232,2,0.0,3
800.0,77.6074088,12.9082396,3.0,0,1.0,86,2,2.0,3
600.0,77.67991451,12.96477034,2.0,0,1.0,766,2,0.0,0
1000.0,77.51025877,12.94638992,1.0,1,2.0,254,2,0.0,0
1250.0,77.55367864,12.91902506,4.0,2,2.0,565,2,1.0,0
1150.0,77.54811363,12.90899027,4.0,1,2.0,182,2,3.0,0
1200.0,77.7122996,12.9629354,4.0,1,2.0,42,1,1.0,0
1500.0,77.53565969,12.90868234,2.0,2,3.0,732,2,0.0,0
500.0,77.6457096,12.90113132,5.0,0,1.0,310,2,2.0,3
510.0,77.61037457,12.92200051,4.0,0,1.0,713,2,3.0,3
1232.0,77.7458735,12.9747865,4.0,2,2.0,775,2,2.0,0
1100.0,77.6078928,12.9111931,3.0,1,2.0,89,2,0.0,0
2000.0,77.6723331,12.9171352,12.0,2,4.0,60,2,4.0,1
770.0,77.61864097,12.99984466,2.0,1,2.0,238,2,0.0,3
600.0,77.56792256,12.93357468,3.0,0,2.0,722,2,3.0,0
860.0,77.58602984,12.90387532,3.0,1,1.0,34,2,1.0,3
1200.0,77.5189734,12.9580882,2.0,2,1.0,542,1,1.0,0
1186.0,77.6999687,12.9070493,13.0,1,2.0,354,2,2.0,0
1100.0,77.59853252,12.94006497,2.0,1,1.0,778,2,1.0,3
1200.0,77.5899702,12.9001535,4.0,1,2.0,334,0,3.0,0
1200.0,77.62407368,12.93782479,3.0,1,2.0,438,2,0.0,3
1083.0,77.73363425,12.93907587,4.0,1,2.0,744,2,2.0,0
1230.0,77.766018,12.9695592,5.0,1,2.0,545,0,0.0,0
1100.0,77.68287478,12.96876904,4.0,1,2.0,123,2,4.0,1
600.0,77.55053425,12.92786411,3.0,1,4.0,415,0,3.0,0
300.0,77.60604505,12.91108451,2.0,5,1.0,86,2,2.0,3
550.0,77.71529452,12.96331596,3.0,0,1.0,39,0,1.0,3
890.0,77.55357155,12.92325573,3.0,1,2.0,102,2,2.0,3
1395.0,77.66609877,12.98229599,4.0,2,3.0,158,2,2.0,0
1100.0,77.67571488,12.90454207,2.0,1,2.0,409,2,1.0,3
1680.0,77.75121307,12.9650526,3.0,2,3.0,744,2,3.0,0
1183.0,77.6686369,12.9010871,4.0,1,2.0,294,2,3.0,0
450.0,77.6741133,12.9040065,2.0,5,1.0,228,0,2.0,2
800.0,77.65142097,12.91281472,1.0,0,1.0,273,2,1.0,0
1752.0,77.696214,12.931849,19.0,2,3.0,141,2,14.0,0
1526.0,77.71542588,12.96711771,9.0,2,3.0,43,0,3.0,0
700.0,77.6108119,12.90861417,3.0,1,2.0,86,2,0.0,3
1300.0,77.64097055,12.95548449,1.0,1,2.0,223,2,0.0,0
1300.0,77.6993302,12.9608162,4.0,1,2.0,499,2,0.0,0
3000.0,77.6018338,12.90309458,2.0,3,3.0,146,2,2.0,0
1550.0,77.72399385,12.99981268,5.0,2,3.0,300,1,2.0,0
1360.0,77.6974583,12.9510606,3.0,1,2.0,499,2,0.0,0
2000.0,77.7156982,12.9940136,13.0,2,2.0,300,2,1.0,0
1600.0,77.64474948,12.91980039,2.0,1,3.0,273,2,1.0,0
600.0,77.64294577,12.91656283,3.0,0,1.0,273,2,2.0,3
1255.0,77.7575189,12.98180455,4.0,1,2.0,775,2,3.0,0
500.0,77.68485335,12.94680208,2.0,0,1.0,783,2,0.0,3
1200.0,77.67038015,12.96927343,2.0,1,2.0,395,1,0.0,1
1150.0,77.66966354,12.98598278,4.0,1,2.0,743,2,2.0,0
650.0,77.55316777,12.92336814,2.0,1,2.0,102,2,1.0,3
450.0,77.65145939,12.92004827,2.0,0,1.0,273,1,2.0,3
1200.0,77.72885723,12.98823675,3.0,2,2.0,775,2,2.0,3
2012.0,77.6723331,12.9171352,12.0,2,3.0,60,2,8.0,0
2000.0,77.53952843,12.93857426,2.0,2,2.0,111,2,0.0,0
1250.0,77.5876422,12.9356961,10.0,1,2.0,359,2,2.0,0
1200.0,77.58546472,12.90581605,2.0,1,2.0,337,2,0.0,0
700.0,77.66709562,12.99296095,2.0,0,1.0,484,2,2.0,3
1350.0,77.6083022,12.91163731,4.0,2,2.0,86,2,1.0,0
850.0,77.60435466,12.91839723,3.0,1,2.0,89,2,0.0,3
1830.0,77.7293613,12.9913591,18.0,2,4.0,714,2,11.0,0
300.0,77.75191807,12.97935994,1.0,5,1.0,775,0,0.0,0
1000.0,77.58763195,12.92774919,3.0,1,2.0,361,2,2.0,0
1000.0,77.57818561,12.92791105,3.0,1,1.0,361,2,0.0,0
1200.0,77.7831733,12.9873262,3.0,1,2.0,436,2,0.0,0
1342.0,77.73779682,12.96718472,5.0,2,2.0,775,2,2.0,0
1100.0,77.55851952,12.92210124,5.0,2,2.0,102,2,0.0,0
600.0,77.62877899,12.99516595,4.0,0,1.0,193,2,3.0,3
1200.0,77.64565223,12.94838857,2.0,1,2.0,166,2,0.0,0
1320.0,77.51834865,12.90189738,4.0,2,3.0,692,2,1.0,0
450.0,77.71349013,12.97029974,3.0,5,1.0,151,2,2.0,3
1687.0,77.6954069,12.9286621,9.0,2,3.0,135,2,1.0,0
1250.0,77.74374582,12.97414519,11.0,1,2.0,775,0,0.0,0
1200.0,77.69415546,12.97430239,2.0,2,2.0,214,2,0.0,0
1200.0,77.55227095,12.92166301,1.0,1,1.0,102,2,0.0,0
1100.0,77.65843481,12.95528606,4.0,1,2.0,528,0,2.0,0
700.0,77.5506696,12.94861517,2.0,1,1.0,102,1,0.0,0
300.0,77.67549902,12.9212882,3.0,0,1.0,135,1,0.0,3
1100.0,77.51737819,12.92255839,3.0,1,2.0,597,2,2.0,0
1685.0,77.59598036,12.99878505,3.0,2,3.0,360,1,1.0,0
1500.0,77.744022,12.935376,12.0,2,3.0,744,2,8.0,0
1300.0,77.57463461,12.90264441,4.0,1,2.0,337,2,3.0,0
1100.0,77.58867322,12.92004184,3.0,1,2.0,361,2,2.0,0
400.0,77.6184856,12.91769287,4.0,0,1.0,20,2,0.0,3
300.0,77.55614931,12.98562586,3.0,0,1.0,604,1,3.0,2
1500.0,77.57264204,12.94863869,3.0,1,2.0,124,2,0.0,0
1500.0,77.62864492,12.94660735,4.0,1,3.0,232,2,0.0,0
1275.0,77.694368,12.940197,7.0,1,2.0,426,2,1.0,0
1100.0,77.55224269,12.93910849,2.0,1,2.0,102,2,2.0,3
1200.0,77.6379335,12.91210068,1.0,2,2.0,273,2,0.0,0
1240.0,77.6489026,12.9057209,3.0,1,2.0,652,0,3.0,1
1750.0,77.66364643,12.92637412,4.0,2,3.0,135,2,1.0,1
1250.0,77.54101095,12.91156333,3.0,2,2.0,104,2,2.0,3
1850.0,77.69761541,12.97222274,1.0,2,3.0,214,2,0.0,0
950.0,77.67985577,12.97898007,3.0,1,2.0,395,2,1.0,1
1200.0,77.7149626,12.9705947,13.0,1,2.0,226,0,13.0,0
1000.0,77.70708466,12.90436459,12.0,1,2.0,646,2,5.0,0
800.0,77.62440029,12.97982054,2.0,0,1.0,731,2,0.0,3
500.0,77.67006284,12.97691969,0.0,1,1.0,395,1,0.0,3
400.0,77.75537252,12.97515507,3.0,0,1.0,760,2,2.0,2
800.0,77.62291728,12.9956724,3.0,1,2.0,193,2,0.0,0
1300.0,77.7340312,12.9725374,4.0,1,2.0,548,2,3.0,0
1116.0,77.75129223,12.97553148,5.0,1,2.0,775,2,2.0,0
1500.0,77.67810343,12.97265769,0.0,1,2.0,395,2,0.0,0
300.0,77.60432333,12.90821056,3.0,0,1.0,86,2,2.0,3
1200.0,77.54313064,12.93856289,1.0,1,2.0,252,2,1.0,0
1200.0,77.67713885,12.95685014,3.0,0,2.0,123,2,2.0,3
1400.0,77.6617017,12.95843455,2.0,1,2.0,525,2,0.0,0
600.0,77.56428399,12.92932267,2.0,1,2.0,102,2,2.0,3
1270.0,77.512098,12.9314973,3.0,1,2.0,422,2,2.0,0
1200.0,77.63786748,12.90073888,4.0,1,2.0,149,0,1.0,0
1000.0,77.50991399,12.96575307,1.0,1,2.0,539,2,0.0,1
1640.0,77.7512419,12.94242905,3.0,2,2.0,744,0,2.0,0
1550.0,77.5938028,12.9250074,4.0,2,2.0,361,2,1.0,0
1170.0,77.67766845,12.91484127,3.0,1,2.0,649,2,2.0,0
1675.0,77.75077057,12.97175694,8.0,2,3.0,776,2,8.0,0
1350.0,77.51816358,12.90313141,4.0,2,2.0,734,2,2.0,0
1225.0,77.54277841,12.90968446,4.0,1,2.0,734,2,4.0,0
1350.0,77.74835448,12.96853133,11.0,1,2.0,775,2,6.0,0
1200.0,77.60983449,12.97924749,4.0,1,2.0,670,2,0.0,3
800.0,77.66656848,12.99217969,3.0,1,2.0,484,2,1.0,3
1000.0,77.53794749,12.93255686,3.0,1,2.0,305,2,3.0,0
700.0,77.65698473,12.95867888,2.0,1,2.0,267,2,0.0,3
800.0,77.62761359,12.90628927,2.0,0,1.0,149,1,0.0,3
800.0,77.70908124,12.94438231,4.0,1,2.0,520,2,2.0,3
1350.0,77.52766492,12.95747914,2.0,1,2.0,170,2,0.0,3
500.0,77.67074888,12.92034574,1.0,0,1.0,135,2,1.0,3
190.0,77.62738608,12.90735934,5.0,5,1.0,273,2,3.0,0
500.0,77.6256895,12.9199543,4.0,0,1.0,752,2,4.0,2
1100.0,77.67514788,12.90153092,11.0,1,2.0,409,2,8.0,0
1760.0,77.6327295,12.9071056,14.0,2,3.0,658,0,3.0,0
2482.0,77.66514706,12.98530916,3.0,3,4.0,160,2,3.0,0
1300.0,77.68504253,12.92297185,10.0,1,2.0,135,2,8.0,0
1000.0,77.60938952,12.91687604,2.0,0,1.0,89,2,1.0,3
1000.0,77.5521721,12.94449185,3.0,1,1.0,102,2,0.0,3
1000.0,77.67561567,12.90577615,3.0,1,2.0,409,2,2.0,0
600.0,77.7172976,12.95820843,2.0,1,1.0,151,2,2.0,3
1012.0,77.73066711,12.93951702,21.0,1,2.0,744,2,4.0,0
800.0,77.52742011,12.97106274,2.0,1,2.0,762,2,0.0,3
650.0,77.62405382,12.90870086,4.0,0,1.0,149,2,2.0,3
600.0,77.69829058,12.95604715,3.0,0,1.0,499,1,2.0,3
850.0,77.7490177,12.9844424,2.0,0,1.0,775,2,1.0,0
1500.0,77.71437924,12.95606575,3.0,1,2.0,460,2,0.0,0
600.0,77.57141238,12.93135479,1.0,0,1.0,124,2,0.0,3
800.0,77.60620598,12.91070019,2.0,1,2.0,86,2,0.0,3
600.0,77.50114671,12.91889542,1.0,0,2.0,487,2,1.0,3
950.0,77.75583288,12.94954806,4.0,1,2.0,682,0,1.0,0
3000.0,77.74148581,12.97676292,1.0,3,4.0,775,2,0.0,0
1220.0,77.70988555,12.96082909,4.0,1,2.0,499,2,4.0,3
500.0,77.58293722,12.90100522,2.0,0,1.0,337,2,2.0,3
600.0,77.7033346,12.93488338,3.0,0,1.0,390,1,1.0,0
600.0,77.74657792,12.94297356,5.0,1,2.0,744,2,0.0,0
1400.0,77.66429967,12.91379876,4.0,2,3.0,59,2,3.0,0
1000.0,77.53637104,12.98500551,3.0,1,1.0,131,2,2.0,0
1015.0,77.67222402,12.97649848,4.0,1,2.0,493,0,2.0,0
1400.0,77.6977063,12.9316197,9.0,1,2.0,141,2,1.0,0
700.0,77.57809663,12.90719085,2.0,1,2.0,337,2,2.0,2
1200.0,77.7231841,12.9638445,5.0,1,2.0,723,2,2.0,1
1080.0,77.5105002,12.9050781,4.0,1,2.0,173,2,2.0,0
1688.0,77.6985925,12.9329807,16.0,2,3.0,390,2,6.0,0
1062.0,77.7578526,12.9853713,4.0,1,2.0,393,2,2.0,0
1530.0,77.7043393,12.9746564,5.0,1,2.0,217,2,2.0,0
1875.0,77.7156982,12.9940136,12.0,2,2.0,300,2,11.0,0
600.0,77.75609793,12.97221656,3.0,0,1.0,775,2,1.0,3
700.0,77.60423876,12.94895632,2.0,1,2.0,49,2,2.0,2
700.0,77.59186199,12.91652494,3.0,1,2.0,361,2,1.0,3
1140.0,77.6016933,12.9488024,5.0,1,2.0,665,2,3.0,0
1200.0,77.75013669,12.96986474,2.0,1,2.0,775,2,0.0,0
1200.0,77.51086764,12.97955088,3.0,2,2.0,539,2,3.0,3
1300.0,77.53444666,12.93438239,3.0,1,1.0,104,2,1.0,3
600.0,77.61067906,12.90962517,3.0,1,2.0,86,2,2.0,2
1000.0,77.60321229,12.91789855,2.0,1,2.0,89,2,1.0,3
1000.0,77.57395158,12.947303,3.0,1,1.0,124,2,0.0,0
850.0,77.59527003,12.91656544,4.0,1,2.0,361,2,1.0,3
455.0,77.63763394,12.96191164,4.0,1,2.0,223,2,1.0,3
800.0,77.5382864,12.9886182,3.0,1,1.0,128,2,1.0,3
1815.0,77.5163924,12.9275441,4.0,2,2.0,603,2,3.0,0
330.0,77.5895678,12.91605927,4.0,0,1.0,337,2,2.0,0
600.0,77.57021761,12.90138324,2.0,0,1.0,337,1,1.0,3
600.0,77.56718841,12.90292595,2.0,0,1.0,456,2,2.0,2
1170.0,77.63554482,12.90795892,3.0,1,2.0,273,2,3.0,1
500.0,77.56530395,12.90977262,2.0,0,1.0,456,2,0.0,3
900.0,77.50720352,12.98112603,3.0,1,1.0,539,2,0.0,3
1260.0,77.52589677,12.97685661,4.0,1,2.0,581,2,2.0,1
3050.0,77.70503647,12.90823721,2.0,3,4.0,180,2,0.0,0
800.0,77.64977185,12.90883157,2.0,1,2.0,273,2,2.0,0
600.0,77.6074088,12.9082396,4.0,1,2.0,93,2,2.0,2
1460.0,77.67282367,12.92780942,5.0,2,2.0,135,0,2.0,0
1540.0,77.7512419,12.9424761,5.0,2,2.0,744,2,2.0,0
1200.0,77.6728055,12.9233063,4.0,1,2.0,135,2,2.0,0
600.0,77.64320188,12.9095014,2.0,1,2.0,273,2,1.0,2
350.0,77.57006797,12.97126204,3.0,0,1.0,192,2,1.0,3
600.0,77.67506367,12.90838506,5.0,1,2.0,409,2,4.0,3
700.0,77.57071723,12.99255242,4.0,1,2.0,495,2,2.0,3
1200.0,77.57682328,12.92238924,2.0,1,2.0,361,2,1.0,2
800.0,77.54982966,12.93745722,5.0,1,1.0,102,2,0.0,0
2000.0,77.58636552,12.90344502,5.0,2,3.0,330,2,5.0,0
1200.0,77.53972712,12.92548637,4.0,1,2.0,305,2,2.0,3
650.0,77.63627677,12.90635818,3.0,0,1.0,273,2,1.0,3
550.0,77.523887,12.967882,2.0,1,1.0,763,2,2.0,3
1432.0,77.7055753,12.9362,4.0,1,2.0,524,2,1.0,0
1250.0,77.63417452,12.93584297,5.0,1,2.0,232,2,2.0,0
1765.0,77.7387643,12.9278787,6.0,2,3.0,264,0,3.0,0
1050.0,77.76062979,12.99675147,4.0,1,2.0,393,2,2.0,0
1020.0,77.56180431,12.92849969,2.0,1,2.0,102,2,1.0,0
875.0,77.623682,12.911779,3.0,1,2.0,627,2,2.0,0
1200.0,77.61244792,12.98045832,2.0,1,1.0,731,2,2.0,0
1380.0,77.54200033,12.97033256,3.0,2,3.0,762,2,3.0,0
600.0,77.57767555,12.90347802,1.0,1,1.0,337,2,1.0,3
